year,country,cheese,yoghurt,total_milk,fruits,refined_grains,whole_grains,nuts_and_seeds,total_processed_meats,unprocessed_red_meats,fish,shellfish,eggs,total_salt,added_sugars,non-starchy_vegetables,potatoes,other_starchy_vegetables,beans_and_legumes,total_ug_per_kg
1990,Mauritania,2.164383562,58.12483005,398.5205479,16.65753425,251.2109208,17.60264084,4.602739726,55.02303393,43.77148661,18.38356164,0.849315068,4.657534247,2.278035731,75.80821918,22.79452055,6.739726027,6.630136986,31.06849315,1016.8876602470001
1990,Mauritius,4.191780822,1.311226879,252.4931507,59.26027397,222.217075,68.85224008,6.273972603,30.74295612,57.94197538,46.57534247,3.506849315,8.904109589,7.249834671,122.2191781,118.6849315,45.80821918,0.767123288,25.50684932,1082.5070889869999
1990,Malawi,0.02739726,6.08194989,14.1369863,78.30136986,338.2081918,111.504137,3.753424658,6.505710568,7.028536007,21.50684932,0.0,3.643835616,6.024321753,36.35616438,68.68493151,73.34246575,46.98630137,39.69863014,861.7912031819999
1990,Namibia,0.739726027,42.17544991,125.8630137,65.94520548,273.6378051,31.75945518,1.479452055,24.0639543,68.67577173,26.93150685,1.01369863,2.246575342,6.627902707,92.60273973,387.6438356,0.0,0.0,28.1369863,1179.5430786409997
1990,Niger,1.534246575,52.11398265,147.2328767,16.71232877,544.6320453,11.63535192,4.0,19.33064223,36.50497421,1.616438356,0.0,1.561643836,6.452957004,15.28767123,101.1780822,0.684931507,11.12328767,39.64383562,1011.2452957779998
1990,Nigeria,0.246575342,24.90247609,16.30136986,81.26027397,296.0493521,225.4873603,8.684931507,6.904063485,16.98634747,29.31506849,0.301369863,8.931506849,6.528060947,12.49315068,176.3835616,1.095890411,174.3287671,26.93150685,1113.1316329140002
1990,Rwanda,0.136986301,44.36885387,38.35616438,999.0410959,141.915164,7.81100042,1.068493151,4.299158761,9.180293294,1.068493151,0.0,0.602739726,9.815479553,4.602739726,78.76712329,83.67123288,292.5753425,83.47945205,1800.7598129529997
1990,Senegal,0.739726027,33.75819067,103.9178082,38.95890411,360.3287397,13.80057534,17.91780822,10.48236331,29.18886956,74.63013699,1.671232877,3.287671233,6.24012285,44.46575342,74.52054795,7.835616438,0.876712329,4.164383562,826.7851627859999
1990,Chad,0.136986301,6.42097337,69.78082192,43.34246575,201.6957638,86.99163347,32.49315068,8.696149496,44.53672722,11.42465753,0.0,1.178082192,6.027278076,24.02739726,40.95890411,5.917808219,105.5068493,14.1369863,703.272634994
1990,Togo,0.109589041,9.30148681,12.71232877,31.89041096,561.9761728,35.61862177,11.97260274,2.497530272,21.96822315,36.73972603,0.054794521,2.98630137,5.587584154,12.10958904,127.5068493,0.767123288,215.2876712,13.09589041,1102.1824956259998
1990,Tunisia,2.547945205,8.207514835,196.3835616,170.5205479,513.2282626,81.13858673,16.73972603,28.990049,29.85926607,23.8630137,0.95890411,14.2739726,8.025613724,77.80821918,476.7671233,61.94520548,0.0,16.54794521,1727.805457274
1990,Tanzania,0.520547945,37.67499198,64.2739726,85.69863014,848.6719056,45.08658759,3.178082192,9.116001668,25.8702997,44.21917808,0.109589041,3.04109589,5.979200993,12.24657534,114.7671233,34.16438356,93.5890411,44.21917808,1472.4263847989996
1990,Uganda,0.082191781,13.58938004,65.7260274,107.3972603,460.4910116,21.37118015,20.65753425,9.885251933,28.16954259,37.67123288,0.0,1.780821918,5.787685471,8.602739726,58.4109589,23.5890411,695.6164384,69.94520548,1628.773503919
1990,South Africa,1.589041096,5.103179335,163.8082192,109.260274,150.3168588,309.9314974,1.835616438,29.47381057,93.70427162,26.32876712,0.98630137,11.7260274,8.497577844,100.4657534,126.8767123,70.60273973,3.424657534,9.753424658,1223.684729815
1990,Zambia,0.191780822,66.3138617,27.31506849,32.93150685,424.4533512,212.1917173,4.547945205,26.38226748,17.75471882,23.04109589,0.0,7.342465753,8.928777147,46.54794521,85.50684932,2.657534247,16.98630137,4.821917808,1007.9151046119998
1990,Zimbabwe,0.739726027,30.28078538,97.97260274,34.65753425,425.1121109,10.95939592,19.36986301,20.08341272,24.71110783,6.767123288,0.02739726,3.561643836,5.85085165,57.47945205,36.21917808,6.931506849,0.301369863,11.89041096,792.915472613
1990,Albania,2.767123288,89.14268699,413.7808219,87.56164384,504.0815886,46.88060318,3.178082192,29.6292533,28.12417136,5.452054795,0.547945205,12.08219178,8.005258976,49.89041096,220.3287671,46.4109589,0.0,11.78082192,1559.644384286
1990,Argentina,2.493150685,51.7470902,456.2739726,172.739726,324.7746005,17.440331,2.273972603,48.66099224,207.3116105,15.01369863,1.369863014,22.05479452,4.152597047,115.1506849,200.630137,114.1643836,22.46575342,2.575342466,1781.2927009249997
1990,Antigua And Barbuda,7.068493151,17.6446522,380.3287671,403.890411,201.7238002,18.23222718,2.95890411,139.6385539,118.8819941,74.0,12.05479452,10.08219178,5.967647115,90.38356164,198.9041096,28.46575342,8.602739726,11.26027397,1730.0888747120002
1990,Australia,7.97260274,65.89708266,638.2739726,255.5342466,140.9452759,85.38828576,16.08219178,78.46495333,279.0966905,41.45205479,13.17808219,26.52054795,6.669227709,136.7671233,238.8767123,165.8082192,0.876712329,17.8630137,2215.666995338
1990,Austria,29.80821918,86.13055299,700.6575342,383.1780822,112.4119463,128.3939441,32.35616438,110.0373335,211.8530775,24.46575342,1.01369863,38.52054795,7.777526221,119.8356164,191.6986301,172.0,0.0,6.164383562,2356.3030106329998
1990,Bangladesh,0.383561644,4.235887068,37.97260274,41.15068493,215.4250879,3.715323097,0.767123288,0.396226593,9.165417242,20.49315068,0.246575342,1.753424658,9.971164893,22.35616438,35.28767123,21.36986301,11.75342466,16.65753425,453.10088760499997
1990,Bulgaria,3.506849315,654.8011782,403.9452055,223.0958904,342.8034823,141.5173396,17.28767123,68.26439981,143.4890248,8.575342466,1.726027397,37.17808219,6.687694632,78.68493151,351.5890411,86.95890411,0.0,13.91780822,2584.0288727799993
1990,Bolivia,0.301369863,13.11052095,66.71232877,158.9041096,286.6698329,24.97359176,15.61643836,13.5981102,113.4155884,3.068493151,0.054794521,16.76712329,5.280522176,81.06849315,158.8767123,162.1917808,98.38356164,9.315068493,1228.3084403239995
1990,Brazil,1.616438356,15.36875459,253.1506849,269.2328767,362.6623191,9.233160328,3.178082192,49.86227611,94.74046361,14.38356164,1.479452055,20.1369863,7.574315973,132.2739726,94.65753425,32.54794521,6.520547945,43.20547945,1411.8248513090002
1990,Barbados,6.136986301,23.21190813,763.7260274,396.4657534,379.818238,161.0735428,24.49315068,95.1917623,477.3013884,148.8219178,6.301369863,27.78082192,5.92702913,284.8767123,240.5479452,201.6986301,92.10958904,40.05479452,3375.537567284001
1990,Canada,24.16438356,13.04249972,593.7260274,309.7808219,160.1892405,76.58856772,25.20547945,94.47323189,181.4171791,47.56164384,17.47945205,29.15068493,7.168211194,116.8767123,322.8767123,211.3424658,0.712328767,11.78082192,2243.5364643410003
1990,Switzerland,35.45205479,44.26765217,930.8767123,351.4246575,186.677395,96.9580845,26.84931507,76.69600027,177.961534,30.0,8.95890411,30.93150685,6.808927017,139.7260274,250.4383562,125.5890411,0.02739726,4.0,2523.6435655369996
1990,China,0.164383562,103.6873268,13.75342466,38.24657534,322.8253358,4.770280658,4.849315068,2.915890481,68.42657527,20.76712329,7.890410959,16.93150685,9.84887854,18.73972603,275.2054795,38.02739726,141.5890411,15.34246575,1103.981136918
1990,Colombia,1.287671233,8.639372079,264.9041096,80.32876712,267.7189306,20.70271323,3.643835616,46.13156969,64.82733442,7.753424658,0.301369863,15.39726027,2.725629749,172.7123288,110.5479452,144.3561644,145.9178082,19.36986301,1377.266097738
1990,Cuba,5.397260274,39.8883595,365.6164384,225.1780822,258.5629729,26.53825996,1.863013699,23.62811038,112.3718896,47.01369863,2.246575342,28.35616438,5.677144086,162.8219178,121.2876712,47.04109589,66.98630137,28.24657534,1568.7215309509997
1990,Germany,33.94520548,21.27506718,604.2739726,321.1506849,190.9340766,60.26222477,22.24657534,166.2213897,128.9566925,34.02739726,3.890410959,39.06849315,6.299253872,96.46575342,202.3287671,218.7945205,0.0,4.273972603,2154.414457934
1990,Dominica,1.068493151,77.50864405,388.9315068,835.1506849,241.8240979,33.24302535,5.726027397,42.98692801,116.7938939,58.84931507,0.082191781,4.98630137,6.523620342,131.7260274,337.2328767,11.53424658,113.5342466,13.61643836,2421.318565661
1990,Denmark,41.17808219,21.56300588,627.4520548,210.3287671,72.79777548,178.9805807,15.42465753,111.9438227,213.1794649,49.01369863,13.23287671,38.60273973,7.003656937,122.2739726,192.7123288,207.7534247,0.109589041,2.849315068,2126.399813496
1990,Dominican Republic,1.260273973,82.67856922,172.8493151,243.5342466,150.2962016,4.244483335,2.493150685,30.40478002,55.95138436,21.09589041,2.383561644,11.23287671,5.366355955,76.10958904,74.43835616,9.287671233,115.9178082,35.12328767,1094.6678019150002
1990,Spain,4.684931507,6.083108735,415.4794521,319.1506849,223.8318306,48.1076215,28.79452055,103.3399206,175.4819972,60.05479452,36.38356164,44.54794521,6.682299498,76.1369863,589.3424658,297.369863,2.082191781,14.10958904,2451.663764481
1990,France,32.52054795,63.94373483,732.1917808,221.7808219,237.9973842,55.75699937,19.34246575,120.9522913,187.5682567,56.82191781,29.80821918,40.16438356,7.271789537,98.73972603,348.7945205,196.9315068,0.0,5.479452055,2456.0657982719995
1990,United Kingdom,10.87671233,125.3055256,636.4109589,213.3424658,179.1434116,71.26179388,16.76712329,97.96286003,123.516592,41.80821918,8.739726027,29.09589041,6.34890064,113.890411,242.0547945,289.890411,0.0,16.08219178,2222.4979879669995
1990,Greece,5.315068493,72.27293183,619.5342466,453.6164384,166.5399924,241.5632953,31.39726027,13.83758818,196.2993981,44.16438356,11.64383562,30.0,4.315392264,87.28767123,739.6986301,199.7260274,0.575342466,15.20547945,2932.9929816629997
1990,Grenada,0.794520548,88.17787453,352.5479452,450.4657534,179.2712224,14.88864057,6.082191781,28.41423101,86.87344022,93.34246575,0.219178082,23.12328767,5.819719005,120.2465753,130.2465753,20.10958904,27.45205479,21.17808219,1649.2533467859998
1990,Hungary,29.53424658,100.4625369,481.6986301,179.5890411,174.8362443,163.0870433,8.356164384,126.574591,229.3980117,12.19178082,0.02739726,61.69863014,9.372366748,118.7123288,272.3013699,176.0,0.0,4.301369863,2148.1417528950005
1990,Indonesia,0.109589041,117.2707824,11.34246575,116.109589,339.2591767,18.0556178,12.90410959,14.75520627,11.73794441,37.8630137,3.068493151,5.97260274,2.529885731,38.52054795,68.24657534,7.780821918,23.91780822,13.61643836,843.060668071
1990,India,3.260273973,2.36208825,143.9726027,119.1506849,204.0990881,56.30748721,3.150684932,4.454262101,8.395052967,9.643835616,0.602739726,3.123287671,6.910384671,56.0,144.9863014,33.91780822,3.753424658,36.16438356,840.254390655
1990,Ireland,25.09589041,11.51734627,767.2328767,210.1917808,271.7707389,89.86665835,8.136986301,139.1089489,150.2883114,36.19178082,5.232876712,21.7260274,6.093671753,130.109589,197.5342466,344.2739726,0.0,9.150684932,2423.522387848
1990,Iran,5.506849315,73.44954706,163.9726027,297.5890411,436.489447,47.16479959,10.57534247,15.54737609,44.37043213,10.21917808,0.520547945,12.24657534,6.708202707,71.5890411,448.6575342,104.0,0.0,14.35616438,1762.9626812069998
1990,Iraq,2.301369863,114.6724786,148.5479452,172.6849315,577.0147352,11.75211411,4.520547945,20.84825889,39.37091919,3.780821918,0.0,10.98630137,6.244907004,71.91780822,466.1369863,21.06849315,0.0,14.54794521,1686.3965636700002
1990,Iceland,35.15068493,44.02223313,725.6438356,224.4657534,124.7018952,100.5331733,16.65753425,57.8532017,142.3385791,95.75342466,151.8630137,25.61643836,6.506160947,152.7671233,87.15068493,155.7260274,0.02739726,3.150684932,2149.927846099
1990,Jordan,1.863013699,78.65460884,178.3835616,198.3561644,401.3826835,21.03416586,10.68493151,26.30176396,56.16398946,8.109589041,0.0,18.90410959,9.921329553,115.8356164,243.0958904,61.31506849,0.0,20.76712329,1450.773609593
1990,Japan,1.863013699,51.00416875,213.8082192,131.5890411,239.0072195,2.501547577,9.753424658,15.23435073,101.6149643,131.6438356,65.34246575,51.94520548,9.762081573,93.50684932,333.8630137,69.34246575,27.26027397,28.68493151,1577.727072167
1990,Cambodia,0.0,71.35856607,5.287671233,84.82191781,203.3248591,1.73226418,2.465753425,10.64886494,29.65250492,29.94520548,3.342465753,3.123287671,6.24012285,6.356164384,135.5890411,0.0,8.904109589,3.616438356,606.4092368610001
1990,South Korea,2.767123288,0.748435259,52.84931507,128.6849315,285.2627926,7.663234792,7.643835616,2.910272337,73.66507013,80.52054795,49.83561644,23.06849315,10.75279263,88.24657534,549.6986301,18.43835616,13.78082192,33.89041096,1430.4272552420002
1990,Kuwait,3.945205479,27.24942416,280.739726,132.8219178,231.8068472,11.24890625,14.0,55.58192291,51.32218668,6.739726027,6.410958904,17.12328767,8.28821093,78.93150685,327.7534247,30.71232877,0.109589041,25.06849315,1309.8536625210002
1990,Laos,0.0,95.01148347,2.328767123,125.7808219,233.4492615,0.197176832,2.493150685,11.41195594,23.05379748,18.08219178,0.0,2.191780822,12.32483595,5.97260274,42.30136986,15.31506849,114.739726,9.178082192,713.8320727640001
1990,Saint Lucia,4.876712329,11.04845447,302.1369863,507.3972603,197.8412347,88.04602555,3.643835616,31.98285347,163.7979684,46.63013699,4.410958904,6.520547945,6.567478076,102.0547945,89.28767123,22.24657534,124.109589,17.20547945,1729.8045625699997
1990,Sri Lanka,0.164383562,21.60964286,77.31506849,256.8219178,251.6996019,10.05300087,2.0,1.068372412,9.397381013,40.87671233,0.657534247,6.712328767,6.470884154,51.61643836,85.89041096,9.452054795,81.80821918,13.39726027,927.0112119700001
1990,Mexico,2.164383562,74.93799139,265.7808219,242.7123288,438.0144972,23.5723521,5.342465753,30.41046758,86.30186118,28.05479452,5.753424658,27.78082192,6.106950993,141.3972603,145.8082192,35.39726027,0.931506849,36.90410959,1597.3715177650001
1990,Myanmar,0.602739726,27.2998727,33.09589041,56.87671233,135.6948554,0.761035006,6.438356164,3.828844881,10.91088115,41.23287671,0.301369863,2.136986301,5.776735471,21.23287671,109.8356164,7.068493151,14.68493151,15.69863014,493.4777040229999
1990,Mongolia,6.410958904,120.3231458,286.9041096,12.87671233,235.0301282,113.5672691,0.0,181.0403271,121.8363852,2.465753425,0.0,2.273972603,8.884977147,64.95890411,37.12328767,68.24657534,0.0,3.369863014,1265.312369543
1990,Malaysia,1.01369863,52.38112746,113.8356164,193.6438356,240.4503751,4.066885126,7.150684932,50.53404278,62.17828599,108.3561644,21.89041096,34.57534247,6.12825165,102.3287671,70.84931507,9.726027397,1.808219178,8.657534247,1089.5745844900002
1990,Netherlands,18.05479452,9.349710099,862.4931507,389.2328767,96.87729483,83.57092434,13.53424658,86.55417408,174.5691136,16.82191781,12.57534247,32.02739726,4.946921538,154.8767123,206.8219178,273.5068493,3.01369863,5.589041096,2444.4160836529995
1990,Norway,27.7260274,228.7611018,752.2465753,272.6849315,101.768428,207.2973255,16.0,37.40953649,118.5904635,93.04109589,29.45205479,29.91780822,7.364269057,113.0684932,157.0684932,212.2739726,0.0,3.01369863,2407.6842750769997
1990,Pakistan,7.698630137,78.87962223,309.6164384,162.1917808,319.5448404,66.09940614,2.821917808,4.96334893,34.59829491,5.369863014,0.356164384,4.739726027,6.468191876,79.42465753,84.73972603,16.1369863,0.109589041,21.8630137,1205.6221976569998
1990,Peru,0.191780822,8.97501794,117.5068493,79.15068493,246.5533655,19.2255386,2.383561644,9.468787008,42.66819929,68.21917808,6.849315068,9.506849315,5.759999084,69.97260274,102.0,89.5890411,70.98630137,12.10958904,961.1166608309999
1990,Philippines,0.383561644,10.84741102,56.35616438,321.0958904,249.9291644,25.95782193,7.863013699,34.8742621,20.65998447,84.32876712,13.28767123,8.191780822,4.47803899,74.71232877,196.8767123,3.232876712,26.2739726,4.657534247,1144.0069568340002
1990,Portugal,4.602739726,5.958834444,417.2876712,277.9726027,256.4998063,54.70786497,13.39726027,40.86829697,164.0358126,150.3835616,12.84931507,18.84931507,8.950273041,75.7260274,500.7945205,360.7945205,1.945205479,13.47945205,2379.1030798900006
1990,Paraguay,0.0,118.6240329,151.6438356,285.2328767,551.3704844,115.6036252,9.123287671,27.0657142,150.9342858,8.410958904,0.054794521,20.2739726,4.892874389,60.1369863,144.1917808,1.150684932,56.49315068,29.50684932,1734.710194917
1990,Romania,5.205479452,12.85582798,396.6027397,158.8493151,466.0908009,7.837007331,4.95890411,97.39759894,134.7941819,14.84931507,0.219178082,33.78082192,9.642122144,69.78082192,342.0273973,161.5890411,0.0,4.493150685,1920.9737036340007
1990,Saudi Arabia,4.931506849,106.5195869,269.6712329,251.0684932,335.4141345,17.23476963,5.589041096,77.04309988,50.29936588,14.30136986,0.767123288,13.78082192,7.426413166,74.32876712,434.9863014,28.19178082,0.02739726,9.287671233,1700.8688769020005
1990,Slovakia,17.12328767,94.51568956,372.630137,139.890411,179.0914978,142.1086392,11.8630137,130.8956559,76.11804275,18.76712329,0.0,45.17808219,7.095350802,116.6849315,185.6438356,207.8630137,0.0,9.97260274,1755.4413144019998
1990,Sweden,39.7260274,112.9717351,958.9315068,266.9041096,116.2786403,99.41601727,13.36986301,56.62791712,121.8926308,60.57534247,14.79452055,35.06849315,8.286904722,118.1917808,182.5205479,194.7671233,0.0,4.821917808,2405.1450781
1990,Thailand,0.493150685,54.22716685,39.80821918,372.2465753,159.5640327,1.742405673,5.643835616,13.05130416,54.94869584,39.8630137,14.93150685,27.69863014,10.29960532,52.02739726,108.3013699,3.01369863,0.0,11.61643836,969.4770461640001
1990,Trinidad And Tobago,3.205479452,7.615025893,257.3150685,163.7808219,244.4195848,60.78192202,4.547945205,31.9649893,63.54186001,31.39726027,1.917808219,5.589041096,5.03177434,147.3972603,75.12328767,44.68493151,12.08219178,35.47945205,1195.875704315
1990,Turkey,6.082191781,21.56572243,396.6575342,323.9726027,671.2938367,10.83999892,20.32876712,4.696262539,59.02976486,15.89041096,1.178082192,17.12328767,6.219654192,89.20547945,602.3835616,181.1506849,0.0,41.91780822,2469.535650434
1990,Uruguay,2.849315068,100.0988848,437.6164384,149.6712329,318.2106936,34.50026527,3.479452055,73.23294413,145.2602066,13.26027397,0.712328767,16.95890411,6.363053715,69.12328767,87.26027397,119.4520548,14.32876712,6.520547945,1598.8989248900002
1990,United States,5.424657534,23.26575693,703.2876712,325.260274,240.11933,43.88614947,22.35616438,132.0752486,189.3220117,41.69863014,18.30136986,36.79452055,8.161346405,173.2876712,322.7671233,151.369863,7.068493151,9.068493151,2453.514774571
1990,Venezuela,0.356164384,24.30231687,235.260274,242.5479452,310.5496666,19.40060732,1.342465753,41.59517725,72.10345288,29.01369863,6.547945205,11.97260274,5.865115761,104.7671233,65.67123288,16.63013699,60.54794521,15.34246575,1263.816336723
1990,Vietnam,0.054794521,19.54131352,3.616438356,134.6027397,165.0452841,2.011154232,2.684931507,6.40117206,41.81800602,31.64383562,3.095890411,3.232876712,3.245703795,13.80821918,122.9589041,12.76712329,65.17808219,7.808219178,639.514688492
1995,Angola,0.219178082,54.8997394,51.83561644,72.05479452,635.8470936,59.38633102,2.164383562,17.35869441,16.47692202,28.35616438,0.219178082,0.931506849,8.005258976,23.56164384,70.71232877,5.150684932,37.67123288,25.26027397,1110.1110257330001
1995,Benin,0.082191781,9.365946375,17.53424658,82.35616438,546.2828759,49.51342545,27.06849315,17.7285913,15.09332651,23.89041096,3.369863014,2.219178082,5.858147115,21.75342466,130.7945205,0.164383562,311.5890411,21.50684932,1286.1710797389997
1995,Burkina Faso,0.273972603,35.39061793,60.93150685,19.17808219,206.9287008,122.6673266,33.75342466,9.79384024,34.83629675,6.383561644,0.0,6.767123288,7.048827709,9.04109589,66.24657534,1.342465753,18.71232877,31.97260274,671.268349757
1995,Central African Republic,0.0,19.20647789,43.83561644,111.4246575,240.9585389,255.5105022,27.56164384,27.68321567,55.85103091,12.0,0.02739726,1.452054795,6.585070688,21.39726027,135.5068493,0.767123288,253.5616438,15.61643836,1228.945521111
1995,Cote D'Ivoire,0.219178082,2.220447126,24.57534247,38.76712329,436.4428311,25.12347027,17.31506849,2.023139798,46.79877801,37.53424658,0.0,2.520547945,9.686464893,27.15068493,139.260274,0.98630137,690.3287671,1.315068493,1502.267733947
1995,Cameroon,0.082191781,339.9171194,40.43835616,305.7260274,300.2503219,122.0578973,19.94520548,12.99222825,27.30914162,28.79452055,0.0,1.917808219,6.760694632,18.2739726,212.1917808,3.671232877,199.4794521,24.95890411,1664.766855179
1995,Congo,0.301369863,7.625267125,28.43835616,95.91780822,788.8168633,72.09313673,19.39726027,5.707921149,47.60714734,61.09589041,0.02739726,0.876712329,5.269572176,22.35616438,123.4794521,2.301369863,92.76712329,6.328767123,1380.4075790880001
1995,Djibouti,0.739726027,12.04888267,149.9178082,22.2739726,161.8157596,57.45287058,0.684931507,7.721575283,38.71678088,3.534246575,0.164383562,2.054794521,5.76277913,81.09589041,117.890411,0.054794521,0.0,8.191780822,670.1213878880001
1995,Algeria,2.109589041,5.998228855,271.5068493,98.43835616,380.644475,187.1330592,2.356164384,18.54752527,35.61685829,10.52054795,0.164383562,10.63013699,7.087911194,70.57534247,232.0273973,100.5205479,0.0,15.67123288,1449.5486057459998
1995,Egypt,5.863013699,22.19903605,111.0136986,310.8767123,411.902367,197.2080439,5.671232877,17.36902427,40.30220861,23.50684932,1.01369863,6.02739726,6.721327017,79.47945205,423.6438356,57.26027397,6.164383562,22.4109589,1748.6335136149999
1995,Ethiopia,0.547945205,51.77104215,41.97260274,9.315068493,260.5585924,5.153051423,3.561643836,0.923813228,21.6789265,0.301369863,0.0,1.232876712,9.83792854,9.342465753,176.0547945,14.02739726,15.28767123,28.54794521,650.115135043
1995,Gabon,1.698630137,4.537590793,70.24657534,68.38356164,386.9995444,30.81881174,26.52054795,71.08817937,99.898122,114.1369863,0.712328767,4.630136986,2.696429749,44.35616438,202.0273973,3.068493151,508.7671233,0.547945205,1641.134568508
